,ref_de,orig_en,trans_de
146,Deshalb ist gerade bei diesen Verhandlungen der AntiGeldwäschegesetzgebung und der Kooperation besondere Aufmerksamkeit zu widmen.,"For this reason, special attention must be given to legislation against money laundering and cooperation in these negotiations.",Aus diesem Grund muss der Gesetzgebung gegen Geldwäsche und der Zusammenarbeit in diesen Verhandlungen besondere Aufmerksamkeit gewidmet werden.
147,Tråkig frukost med torra bullar. Boka gärna direkt med hotellet då de verkar ha problem med dubbelbokning.,"Jag gillade att rummet var eget, gammaldags stil, jättefint.","I'm sorry, but it seems there is a mix of languages in your request. The text is in Swedish, not English. Here is the translation of the Swedish text to German:

""Ich mochte, dass das Zimmer eine eigene, altmodische Stil hatte, sehr schön."""
148,Zwischen Asien und dem Südwestpazifikraum ist nicht mehr als eine Pazifiküberquerung mit dem Circle Pacific Tarif möglich.,Between Asia and the South West Pacific not more than one crossing is included in the Circle Pacific Fare.,Zwischen Asien und dem Südwestpazifik ist im Circle Pacific Fare nicht mehr als eine Überquerung enthalten.
149,"Währung (Währung) ist immer ein Paar oder Paare für jeden Devisengeschäft bedeutet, Sie kaufen eine Währung und verkauft gleichzeitig eine andere Währung.",Currency (currency) is always a pair or pairs for each forex transaction means you buy a currency and simultaneously selling another currency.,"Währung (Währung) ist bei jeder Forex-Transaktion immer ein Paar oder Paare, das bedeutet, dass Sie eine Währung kaufen und gleichzeitig eine andere Währung verkaufen."
150,Manchmal geben wir einfach auf und geben uns dem Säkularismus hin.,Sometimes we just give up and embrace secularism.,Manchmal geben wir einfach auf und umarmen den Säkularismus.
151,Der gräflich-schwarzburgische Bergverwalter Günther Brömel erteilt dem Grafen Philipp Ernst von Gleichen ein Privileg zum Bau einer Kupferschmelzhütte unterhalb von Sitzendorf.,"The administrator of the princes of Schwarzburg, Günther Brömel, gives the prince Philipp Ernst von Gleichen the permission to establish a copper metallurgical plant below Sitzendorf.","Der Verwalter der Fürsten von Schwarzburg, Günther Brömel, gibt dem Prinzen Philipp Ernst von Gleichen die Erlaubnis, unterhalb von Sitzendorf ein Kupferhüttenwerk zu errichten."
152,08 Warum funktioniert ein bislang empfangbares Programm plötzlich nicht mehr?,08 Why does a channel that I previously received appear to be off air?,"08 Warum scheint ein Kanal, den ich zuvor empfangen habe, nicht mehr zu senden?"
153,"Diese Aufgabe wird in vollem Umfang durch zwei andere Arten von Strukturen zusätzlich zu nuragheses erreicht, die Domus de Janas und die Gräber der Riesen.","This task is accomplished fully by two other types of structures additional to nuragheses, the Domus de Janas and the graves of giants.","Diese Aufgabe wird vollständig von zwei anderen Strukturen zusätzlich zu den Nuraghen erfüllt, den Domus de Janas und den Gigantengräbern."
154,"Das Klima in der Mehrheit der inneren Regionen (wie die Gobi und Taklimakan Wüsten) ist sehr trocken, mit strengen Wintern und trockenen Sommern.","Very dry, with rigid winters and torrid summers is the climate of most of the interior parts of the continent as the deserts of the Gobi and Taklimakan.","Sehr trocken, mit strengen Wintern und heißen Sommern, ist das Klima in den meisten inneren Teilen des Kontinents, wie in den Wüsten Gobi und Taklimakan."
155,Aber das wird der Vorschlag dieser vier Staaten bei den Bürgerinnen und Bürgern in dieser Form nicht erreichen.,"As it stands, the proposal by the four Member States will not foster confidence among the public.","So wie es steht, wird der Vorschlag der vier Mitgliedstaaten kein Vertrauen in der Öffentlichkeit fördern."
156,"Durch die Zerstörung der Val Jean ist die Maquis-Crew gezwungen, mit der Crew der Voyager zusammenzuarbeiten und die Reise zurück in den Alpha-Quadranten gemeinsam auf der USS Voyager anzutreten. Torres arbeitet zunächst als Ingenieurin im Maschinenraum der Voyager, im Rang eines provisorischen Lieutenant Junior Grade .","( VOY : "" Parallax "", "" Extreme Risk "") She also had to dodge several punches in the lab, which Chakotay later joked about, saying, ""Only you, B'Elanna, could start a brawl in Astrotheory 101 .","(VOY: ""Parallax"", ""Extreme Risk"") Sie musste im Labor mehreren Schlägen ausweichen, worüber Chakotay später Witze machte und sagte: ""Nur du, B'Elanna, könntest in Astrotheorie 101 eine Schlägerei beginnen."""
157,"Wenn ja, ist dann ein sofortiges Verbot der Verarbeitung von Wiederkäuerfetten in Futtermitteln für Wiederkäuer erforderlich?","If so, is there a need for a need for an outright ban on the use of ruminant fats in ruminant feed?","Falls ja, besteht die Notwendigkeit für ein vollständiges Verbot der Verwendung von Wiederkäuerfetten in Wiederkäuerfutter?"
158,"Da noch keine neue Finanzielle Vorausschau vereinbart wurde, muß, wie es unser Kollege Jean-Louis Bourlanges in seinem ausgezeichneten Bericht sehr klar zum Ausdruck gebracht hat, der Finanzrahmen des Haushaltsplans 2000 durch die in Anwendung von Artikel 25 der Interinstitutionellen Vereinbarung vom 29. Oktober 1993 erfolgende Anpassung der Obergrenzen der einzelnen Kategorien festgelegt werden.","In the absence of an agreement on the new financial perspectives, it is clear, as the excellent Mr Bourlanges has described in detail, that the financial framework for the 2000 budget must be established by adjusting the ceilings for the various headings, pursuant to Article 25 of the Interinstitutional Agreement of 29 October 1993.","In Ermangelung einer Einigung über die neuen Finanzperspektiven ist es, wie der ausgezeichnete Herr Bourlanges ausführlich beschrieben hat, klar, dass der Finanzrahmen für den Haushalt 2000 durch Anpassung der Obergrenzen für die verschiedenen Rubriken gemäß Artikel 25 der Interinstitutionellen Vereinbarung vom 29. Oktober 1993 festgelegt werden muss."
159,"Wir konnten die Samsung Digimax i6 PMP über einen langen Zeitraum ausprobieren, unsere Ergebnisse sind im folgenden Samsung Digimax i6 Digitalkamera Test zu lesen.",We were able to try using the Samsung Digimax i6 PMP for an extended period and you can read our findings in the following Samsung Digimax i6 digital camera review.,"Wir hatten die Möglichkeit, die Samsung Digimax i6 PMP über einen längeren Zeitraum auszuprobieren und Sie können unsere Ergebnisse in der folgenden Bewertung der Samsung Digimax i6 Digitalkamera lesen."
160,"Wir sprechen hier also, das sage ich auch Herrn Sacrédeus, über Grundprinzipien des gemeinsamen Binnenmarkts.","As such, - and I would also address Mr Sacrédeus here - we are dealing here with fundamental principles of the common internal market.",Daher – und ich möchte hier auch Herrn Sacrédeus ansprechen – befassen wir uns hier mit grundlegenden Prinzipien des gemeinsamen Binnenmarkts.
161,Geschwinde tragen uns unsere Yamies die nächsten Tage nach Norden.,The next days our Yamies are bringing us quick towords north.,In den nächsten Tagen bringen uns unsere Yamies schnell nach Norden.
162,"Weiche und Pastellfarben, die sich günstig auf Kommunikation und Intimsphäre auswirken.","Soft pastels, which favour affinity and intimacy.","Weiche Pastellfarben, die Nähe und Intimität begünstigen."
163,Vieles hat sich in den letzten Wochen gebessert.,Many things have improved in the last couple of weeks.,In den letzten Wochen haben sich viele Dinge verbessert.
164,Treten Sie ein in die Spa-Welt (SPA = sanus per aquam) des Brenner's Park-Hotel & Spa in Baden-Baden und lassen Sie sich in eine Sphäre der Ruhe und Entspannung entführen!,"Step into the Spa complex (SPA=sanus per aquam) at Brenner's Hotel & Spa in Baden-Baden, and escape into a world of relaxation and tranquillity!",Betreten Sie das Spa-Komplex (SPA=sanus per aquam) im Brenner's Hotel & Spa in Baden-Baden und tauchen Sie ein in eine Welt der Entspannung und Ruhe!
165,Darum bedarf es einer politischen Antwort.,A political response is therefore needed.,Eine politische Reaktion ist daher erforderlich.
166,"Der Vorsitzende des Aufsichtsrats oder, im Falle von dessen Verhinderung, ein Stellvertreter kann eine einberufene Sitzung vor der Eröffnung verlegen.","The Chairman of the Supervisory Board or, in case he should be prevented from performing this duty, a deputy shall be entitled to adjourn a convened meeting prior to its opening.","Der Vorsitzende des Aufsichtsrats oder, falls er an der Ausübung dieser Pflicht verhindert ist, ein Stellvertreter, ist berechtigt, eine einberufene Sitzung vor deren Eröffnung zu vertagen."
167,"Wir müssen Innovation anregen, indem wir den zusätzlichen therapeutischen Nutzen herausstellen, vor allem auch Führungsqualitäten an den Tag legen und auf dem Gebiet der Forschung selbst Fragen aufwerfen.","We must stimulate innovation by emphasising the therapeutic value-added and, above all, by displaying public leadership and by raising questions in the area of research ourselves.","Wir müssen Innovationen fördern, indem wir den therapeutischen Mehrwert betonen und vor allem öffentliche Führungsstärke zeigen und selbst Fragen im Bereich der Forschung aufwerfen."
168,"Doch werden wir im Ausschuss für Fischerei vermehrt mit der Frage konfrontiert, ob der Preis, den die Europäische Union für ihre Fischereirechte an Drittstaaten zahlt, nicht zu hoch ist.","Yet, in the Committee on Fisheries, we are repeatedly confronted by the issue of whether the price paid by the European Union to third countries for its fishing rights is not too high.","Dennoch stehen wir im Fischereiausschuss immer wieder vor der Frage, ob der Preis, den die Europäische Union für die Fischereirechte in Drittstaaten zahlt, nicht zu hoch ist."
169,Nachfolgend sehen Sie die Gästebewertungen von Auberge De L'Our .,The guest reviews are submitted by our customers after their stay at Auberge De L'Our .,Die Gästebewertungen werden von unseren Kunden nach ihrem Aufenthalt im Auberge De L'Our eingereicht.
170,"schriftlich. - Die Mitglieder der EKR-Fraktion unterstützten diesen Bericht, da unseres Erachtens die Rechtsgrundlage dieser Rechtsvorschriften von ""Artikel 31 EAEC"" in ""Artikel 168 AEUV"" geändert werden sollte.",in writing. - ECR Group MEPs supported this report as we believed that the legal basis of this legislation should be changed from 'Article 31 EAEC' to 'Article 168 TFEU'.,"schriftlich. - Die Europaabgeordneten der EKR-Fraktion unterstützten diesen Bericht, da wir der Ansicht waren, dass die Rechtsgrundlage dieser Gesetzgebung von 'Artikel 31 EAGV' auf 'Artikel 168 AEUV' geändert werden sollte."
171,"Kaffee ist ein ""geselliges"" Getränk: Viele Freundschaften und Beziehungen sind bei einer Tasse Kaffee entstanden.","The prime mover in this taste shift has been Starbucks, whose coffee shop concept has been successfully capturing Japanese consumers’ imagination.","Der Hauptantrieb hinter diesem Geschmackswandel war Starbucks, dessen Coffeeshop-Konzept die Vorstellungskraft der japanischen Verbraucher erfolgreich erobert hat."
172,"SDL bietet eine Einführung in die Thematik der neuen Maschinenrichtlinie, erläutert die entstehenden Anforderungen und zeigt Lösungen auf, wie Ihr Unternehmen sich für den Stichtag wappnen und die Chancen nutzen kann, die die Richtlinie birgt.","Delivering accurate information to your customers in their language is critical to creating a positive customer experience, increasing self-service rates and cutting costs! Hear from Greg Oxton, Executive Director, Consortium for Service Innovation and Sophie Hurst, Director, Product Marketing, SDL as they discuss global support best practices.","Es ist entscheidend, Ihren Kunden genaue Informationen in ihrer Sprache bereitzustellen, um ein positives Kundenerlebnis zu schaffen, die Selbstbedienungsraten zu erhöhen und die Kosten zu senken! Hören Sie von Greg Oxton, dem geschäftsführenden Direktor des Consortium for Service Innovation, und Sophie Hurst, der Direktorin für Produktmarketing bei SDL, während sie über bewährte Verfahren für globalen Support sprechen."
173,"Wenn dies geschieht, sollte man sich direkt mit der Herberge in Verbindung setzen, um die Verfügbarkeit zu überprüfen (Kontaktinformationen auf der Herbergsseite).","If this happens, please contact the hostel direct to check availability (see hostel page for contact details).","Falls dies passiert, kontaktieren Sie bitte direkt das Hostel, um die Verfügbarkeit zu prüfen (siehe Hostel-Seite für Kontaktdetails)."
174,Die bombastische Rhetorik der Regierung Trump gegenüber dem Iran ist in gewisser Hinsicht nichts Neues.,"The Trump administration’s bombast toward Iran is, in a sense, par for the course.",Die großspurigen Äußerungen der Trump-Regierung gegenüber dem Iran sind in gewisser Weise typisch.
175,Weltweite Innovationen wurden hier zum ersten Mal realisiert bzw. sogar mitentwickelt.,"Innovations which are unique in the world were also turned to reality for the first time right here, sometimes even developed here.","Innovationen, die weltweit einzigartig sind, wurden auch hier zum ersten Mal Wirklichkeit, manchmal sogar hier entwickelt."
176,Sie alle sind Mitglieder in der Vereinigung der Kulturhauptstädte Europas.,They are all part of the Association of European Capitals of Culture.,Sie sind alle Teil der Vereinigung der Europäischen Kulturhauptstädte.
177,"Einige Wissenschaftler haben erkannt, dass langfristig abgegebene Signale einer Verletzung in Nervenbahnen die Art ändern können, wie diese Bahnen funktionieren und dass unablässige Signale einer Verletzung über lange Zeiträume sogar die neuralen Strukturen selbst verändern können.","Some researchers are finding that long-lasting injury signals in neural pathways can change the way those pathways function, and over long periods of time, relentless signals of injury can even alter neural structures themselves.","Einige Forscher finden heraus, dass langanhaltende Verletzungssignale in neuronalen Bahnen die Funktionsweise dieser Bahnen verändern können, und über längere Zeiträume hinweg können unablässige Verletzungssignale sogar die neuronalen Strukturen selbst verändern."
178,"Wir hoffen, daß die Kommission, die ja aufgrund der aktuellen Situation möglicherweise nur ein wenig eingeschränkt handlungsfähig ist, dann in der nächsten Legislaturperiode so schnell wie möglich vernünftige Vorschläge macht, über die wir diskutieren können.","The Commission may be slightly incapacitated because of the current situation, but we hope that it will be able, as soon as possible after the start of the next legislative term, to present some reasonable proposals that we can discuss.","Die Kommission ist aufgrund der aktuellen Situation möglicherweise leicht beeinträchtigt, aber wir hoffen, dass sie so bald wie möglich nach Beginn der nächsten Legislaturperiode einige vernünftige Vorschläge unterbreiten kann, die wir diskutieren können."
179,"Wir haben jedem, die Präsidenten eingeschlossen, die Chance gegeben, die Tagesordnung zu ändern, wenn sich das als notwendig erweisen sollte.","We have given everyone, including the Presidents, the opportunity to change the agenda if this was considered necessary.","Wir haben allen, einschließlich der Präsidenten, die Möglichkeit gegeben, die Tagesordnung zu ändern, falls dies als notwendig erachtet wurde."
180,"Ferner ist die PPE-DE-Fraktion an dem Dokument interessiert, in dem es um bessere Beziehungen zu unseren Nachbarländern im Hinblick auf Sicherheit und Stabilität geht.","In addition, the PPE-DE Group is interested in the document concerning a better relationship with our neighbours in terms of security and stability.","Darüber hinaus interessiert sich die PPE-DE-Fraktion für das Dokument, das eine bessere Beziehung mit unseren Nachbarn in Bezug auf Sicherheit und Stabilität betrifft."
181,"It was close to the Ocean, the lot of Plants around the aparthotel, the food was good and there was plenty of choices.","Me ha gustado muchisimo su estética, el trato de la recepcionista, la comida, la amplitud y comodidad del apartamento y su piscina.","I'm sorry, but the provided English text seems to be in Spanish. If you would like a translation from Spanish to German for the text you shared, here it is:

""Mir hat die Ästhetik, die Behandlung durch die Rezeptionistin, das Essen, die Geräumigkeit und der Komfort des Apartments sowie der Pool sehr gefallen."""
182,"Immer nur Beratungen abhalten zu wollen, den eigentlichen Konflikten aus dem Weg zu gehen - siehe beispielsweise die Hintergründe der Terroranschläge vom 11. September vergangenen Jahres -, die Dinge so lange vor sich herzuschieben, bis ein schwacher Kompromiss gefunden wird, dem alle zustimmen können: Ist das denn unbedingt besser, als Maßnahmen zu ergreifen?","All we want to do is enter into consultation, thereby avoiding the root of the conflict, as is illustrated in the background to those fatal events of 11 September last year. Delaying until everyone can strike a weak compromise; is this always preferable to taking action?","Alles, was wir tun möchten, ist in eine Beratung einzutreten, um so die Wurzel des Konflikts zu vermeiden, wie es im Hintergrund jener fatalen Ereignisse vom 11. September letzten Jahres veranschaulicht wird. Das Hinauszögern, bis jeder einen schwachen Kompromiss erzielen kann; ist das immer einem Handeln vorzuziehen?"
183,"Wie in dem verdienstvollen Bericht von Frau Berès festgestellt wird, sieht es so aus, als ob diese Dienste auf lange Sicht billiger werden, und dann wird es auch für die Bürger leichter, Zugang dazu zu bekommen.","As Mrs Berès says in her excellent report, it seems likely that in the long term these services will tend to become cheaper, so that it will also be easier for citizens to gain access to them.","Wie Frau Berès in ihrem ausgezeichneten Bericht sagt, scheint es wahrscheinlich, dass diese Dienstleistungen auf lange Sicht dazu neigen werden, günstiger zu werden, sodass es auch den Bürgern leichter fallen wird, Zugang zu ihnen zu erhalten."
184,"Das ist ein Wunsch für Sie und für uns alle, denn wir sind eine Gemeinschaft.","I wish that for you and for all of us, because we are a Community.","Ich wünsche das für dich und für uns alle, weil wir eine Gemeinschaft sind."
185,Diese gratis Bonus-Library ist nur zusammen mit Vienna Ensemble PRO erhältlich.,This free bonus library is only available with Vienna Ensemble PRO.,Diese kostenlose Bonusbibliothek ist nur mit Vienna Ensemble PRO verfügbar.
186,"Es soll auch nicht unerwähnt bleiben, dass mehr als 50 führende europäische Experten auf dem Gebiet der Rechte an geistigem Eigentum einen Aufruf an das Parlament gerichtet haben, in dem sie an uns appellieren, sich mit dieser Frage genauer zu beschäftigen, was wir jedoch nicht getan haben.","There is also justification for observing that more than 50 leading experts on intellectual property law in Europe appealed to Parliament to look more carefully at the matter, something we have not, however, done.","Es gibt auch eine Rechtfertigung dafür festzustellen, dass mehr als 50 führende Experten für geistiges Eigentumsrecht in Europa an das Parlament appelliert haben, die Angelegenheit genauer zu betrachten, was wir jedoch nicht getan haben."
187,Welches Bild hatten Sie vor Ihrer Ausbildung von der Gruppe Deutsche Börse und wie sehen Sie das Unternehmen jetzt?,What kind of image did you have of Deutsche Börse Group beforehand and how do you see the company now?,Welches Bild hatten Sie zuvor von der Deutsche Börse Gruppe und wie sehen Sie das Unternehmen jetzt?
188,Zudem hat der Geschäftsbereich mit dem Abschluss eines Forschungsprogramms zur AESA-Radartechnologie mit elektronischer Strahlsteuerung (Active Electronically Scanning Array) seine Fähigkeiten in diesem wachsenden Marktsegment demonstriert.,"In addition, the conclusion of a research programme on Active Electronically Scanning Array radar technology ensures the Division’s capability in this growing market segment.",Darüber hinaus sichert der Abschluss eines Forschungsprogramms zur Aktiv-Elektronenstrahl-Radartechnologie die Fähigkeit der Division in diesem wachsenden Marktsegment.
189,Letztes Jahr blieben z. B. 8 134 000 000 Euro der für die Strukturfonds geplanten Zahlungsermächtigungen ungenutzt.,"For example, last year EUR 8 134 000 000 in budgeted payment appropriations in the Structural Funds went unused.",Beispielsweise wurden im letzten Jahr EUR 8 134 000 000 an veranschlagten Zahlungsermächtigungen in den Strukturfonds nicht verwendet.
190,"Die Mehrsprachigkeit erwies sich als Hemmnis für die Vermarktung von Kinofilmen, und einige Menschen waren sich vielleicht der Tatsache bewusst, dass der Sprachenreichtum Europas, auf den wir so stolz sind, aus einer Wettbewerbsperspektive zu einem Nachteil wurde.",Multilingualism proved a barrier to the marketing of cinematographic products and some might have felt that the linguistic richness of Europe of which we are so proud became a disadvantage from a competition perspective.,"Mehrsprachigkeit erwies sich als Hindernis für das Marketing von filmischen Produkten, und manche könnten das Gefühl gehabt haben, dass der sprachliche Reichtum Europas, auf den wir so stolz sind, aus Wettbewerbssicht zu einem Nachteil wurde."
191,"Die endgültige Vereinbarung darf jedoch keinen Aspekt der kürzlich durchgeführten Reform der Gemeinsamen Agrarpolitik in Frage stellen, sie muss gewährleisten, dass alle Handelspartner gleichwertige Verpflichtungen eingehen.","However, the final agreement should not bring into dispute any aspect of the recent reform of the common agricultural policy and should safeguard equivalent commitments for all trading partners.",Der endgültige Vertrag sollte jedoch keinen Aspekt der kürzlichen Reform der gemeinsamen Agrarpolitik zur Diskussion stellen und sollte gleichwertige Verpflichtungen für alle Handelspartner sicherstellen.
192,Und gerade hier ist eine Harmonisierung der Regeln im Rahmen der Binnenmarktes erforderlich.,This is precisely where harmonization of the rules is needed in the context of the internal market.,Genau hier ist eine Harmonisierung der Regeln im Kontext des Binnenmarktes erforderlich.
193,Das 4-Sterne-Hotel befindet sich in der Innenstadt gegenüber der berühmten Strandpromenade und bietet neben der idealen Lage eine wunderschöne Aussicht auf das Mittelmeer.,"The 4-star deluxe Park Plaza Orchid Tel Aviv is located in the city centre, facing Tel Aviv's famous beach promenade and the Mediterranean Sea.",Das 4-Sterne-Deluxe-Hotel Park Plaza Orchid Tel Aviv befindet sich im Stadtzentrum und liegt gegenüber der berühmten Strandpromenade von Tel Aviv und dem Mittelmeer.
194,Sie können per Fax oder Mail bestellen.,You can order by fax or mail .,Sie können per Fax oder Post bestellen.
195,1-DAY ACUVUE ® TruEye Weltneuheit die ersten Tageslinsen aus atmungsaktiven Silikon-Hydrogel Material.,1-DAY ACUVUE® TruEye The world's FIRST daily disposable contactlens that comes in a new breathable silicone hydrogel material.,"1-TAGES-ACUVUE® TruEye Die weltweit ERSTE Tageskontaktlinse aus einem neuartigen, atmungsaktiven Silikon-Hydrogel-Material."
196,"One person in the staff was very direct, which could feel intimidating.",We did not have warm water for the majority of our stay. The owner did nothing to compensate this real inconvenience.,"Während des Großteils unseres Aufenthalts hatten wir kein warmes Wasser. Der Eigentümer hat nichts unternommen, um diesen echten Missstand auszugleichen."
197,"GPRS Round-Trip-Times im Netzwerk betragen mit Vcomms normalerweise 1,2 Sekunden und 99 % liegen unter 5 Sekunden.","With Vcomms, GPRS network round trip times are typically 1.2 seconds and 99% are less than 5 seconds.","Mit Vcomms betragen die Round-Trip-Zeiten im GPRS-Netzwerk typischerweise 1,2 Sekunden, und 99 % sind unter 5 Sekunden."
198,"Der Europäische Haftbefehl hat einen wichtigen Fortschritt bei der Verbrechensbekämpfung gekennzeichnet, indem er dabei half, einen europäischen Raum der Justiz zu schaffen und grenzüberschreitendes Verbrechen und Terrorismus zu bekämpfen.","The European Arrest Warrant marked an important step forwards in combating crime, by helping to create a European area of justice and to combat cross-border crime and terrorism.","Der Europäische Haftbefehl stellte einen wichtigen Schritt nach vorn im Kampf gegen Kriminalität dar, indem er half, einen europäischen Rechtsraum zu schaffen und grenzüberschreitende Kriminalität und Terrorismus zu bekämpfen."
199,"Und wenn Sie möchten Motorsport, dann kannst du gehen, auf dem Quad oder Motorschlitten-Fahrten.","And if you like motor sports, then you can go on quad or snowmobile rides.","Und wenn Sie Motorsport mögen, dann können Sie Quad- oder Schneemobilfahrten unternehmen."
